timestamp,open,high,low,close,volume
2025-10-22 17:00:00,108288.3,108714.25,107672.01,107832.31,1.46014
2025-10-22 18:00:00,108090.86,108205.43,107519.06,108202.57,0.2141
2025-10-22 19:00:00,108201.71,108410.81,107701.44,107701.51,0.23271
2025-10-22 20:00:00,107702.98,108205.21,107577.97,107577.97,0.09683
2025-10-22 21:00:00,107577.97,107700.42,106745.4,107324.38,3.34619
2025-10-22 22:00:00,107001.87,107648.28,106959.6,107394.85,0.18281
2025-10-22 23:00:00,107394.5,107939.88,107158.82,107586.53,0.22094
2025-10-23 00:00:00,107586.56,107991.19,107507.38,107584.45,0.08501
2025-10-23 01:00:00,107584.77,108479.48,107553.0,107777.06,23.29279
2025-10-23 02:00:00,107777.09,108285.71,107486.95,107926.18,31.0809
2025-10-23 03:00:00,107928.48,108645.07,107783.25,108285.49,23.5605
2025-10-23 04:00:00,108281.58,108780.54,107857.31,108770.35,15.49962
2025-10-23 05:00:00,108769.46,108872.73,108297.9,108872.73,0.19895
2025-10-23 06:00:00,108871.88,110183.09,108871.88,110183.06,0.74304
2025-10-23 07:00:00,110183.09,110183.09,109141.01,109529.19,0.17031
2025-10-23 08:00:00,109144.24,109924.6,109140.22,109557.76,0.313
2025-10-23 09:00:00,109792.89,109792.89,109142.93,109142.93,0.03477
2025-10-23 10:00:00,109487.63,109611.54,109303.42,109611.54,0.05263
2025-10-23 11:00:00,109607.36,109607.36,109080.51,109080.51,0.01978
2025-10-23 12:00:00,109454.36,109454.36,108716.35,109152.11,0.07412
2025-10-23 13:00:00,109152.09,109571.4,108716.1,109571.07,0.20619
2025-10-23 14:00:00,109567.2,109808.45,108780.64,109399.86,0.3079
2025-10-23 15:00:00,109791.45,110036.25,109571.03,109668.85,0.09073
2025-10-23 16:00:00,109999.93,110444.05,109698.14,110442.25,0.13022
2025-10-23 17:00:00,110000.0,111190.13,109698.6,111065.87,2.14663
2025-10-23 18:00:00,111190.13,111266.46,110273.02,110402.09,0.18003
2025-10-23 19:00:00,110407.62,110604.41,110091.26,110200.0,0.0511
2025-10-23 20:00:00,110351.69,110351.69,109411.43,109761.16,0.21908
2025-10-23 21:00:00,109753.37,109753.37,109360.0,109657.29,0.01903
2025-10-23 22:00:00,109669.59,110069.87,109415.76,110062.15,0.22839
2025-10-23 23:00:00,110058.18,110071.1,109758.97,110070.09,0.0135
2025-10-24 00:00:00,110069.99,110595.53,110013.03,110296.77,0.1261
2025-10-24 01:00:00,110297.57,110618.16,110071.33,110278.76,0.09477
2025-10-24 02:00:00,110623.5,110756.79,110283.72,110756.79,0.07735
2025-10-24 03:00:00,110754.73,110754.73,110259.56,110615.57,0.00699
2025-10-24 04:00:00,110613.16,111321.68,110283.16,111316.06,0.13051
2025-10-24 05:00:00,111314.89,111314.89,110861.49,111306.89,2.99034
2025-10-24 06:00:00,110921.43,111400.0,110920.88,111113.45,0.05368
2025-10-24 07:00:00,111399.47,111399.47,110664.68,110668.73,0.64076
2025-10-24 08:00:00,110715.02,111100.31,110647.5,110775.52,0.33193
2025-10-24 09:00:00,111099.15,111399.34,110775.81,111030.05,0.04779
2025-10-24 10:00:00,111080.83,111327.81,110917.09,111217.65,0.02129
2025-10-24 11:00:00,110931.0,111283.06,110476.38,111026.21,0.08055
2025-10-24 12:00:00,110659.63,111935.97,110659.63,111393.44,0.15979
2025-10-24 13:00:00,111393.3,111393.4,110285.55,110876.6,0.13408
2025-10-24 14:00:00,110913.32,110913.32,109698.11,110013.57,0.23566
2025-10-24 15:00:00,110115.0,110489.56,109922.76,109922.83,0.19768
2025-10-24 16:00:00,110277.17,110298.96,109734.72,110150.0,0.17545
2025-10-24 17:00:00,110246.2,110538.94,110054.07,110158.95,0.01273
2025-10-24 18:00:00,110159.08,110574.94,110074.05,110574.2,0.12874
2025-10-24 19:00:00,110574.95,110887.47,110506.76,110859.5,0.23658
2025-10-24 20:00:00,110851.23,110916.73,110469.73,110916.73,0.34741
2025-10-24 21:00:00,110916.74,111000.0,110589.91,110776.06,0.25003
2025-10-24 22:00:00,110984.92,111036.19,110793.74,111034.74,0.14449
2025-10-24 23:00:00,111036.19,111036.19,110689.1,111030.0,0.06281
2025-10-25 00:00:00,110942.07,111015.31,110500.8,110942.28,0.09001
2025-10-25 01:00:00,110940.69,111083.31,110596.99,110852.13,0.14861
2025-10-25 02:00:00,111006.52,111084.21,110782.05,110851.76,0.28829
2025-10-25 03:00:00,111080.38,111089.09,110870.01,111084.22,0.01361
2025-10-25 04:00:00,111079.29,111310.17,110907.07,111181.88,0.05522
2025-10-25 05:00:00,111305.02,111310.19,111031.53,111310.19,0.12338
2025-10-25 06:00:00,111310.01,111463.03,111171.26,111390.0,0.21364
2025-10-25 07:00:00,111390.0,111642.19,111373.29,111411.72,0.03552
2025-10-25 08:00:00,111643.65,111705.66,111250.03,111650.0,0.01679
2025-10-25 09:00:00,111650.0,111714.29,111518.01,111567.76,0.00212
2025-10-25 10:00:00,111699.86,111699.86,111312.03,111609.65,0.03498
2025-10-25 11:00:00,111490.18,111609.65,111344.38,111344.38,0.00824
2025-10-25 12:00:00,111346.17,111882.18,111346.17,111708.36,0.04257
2025-10-25 13:00:00,111882.17,111882.17,111541.96,111789.89,0.07675
2025-10-25 14:00:00,111786.68,111786.68,111402.17,111630.16,0.00947
2025-10-25 15:00:00,111403.94,111738.93,111251.56,111637.92,0.02435
2025-10-25 16:00:00,111252.96,111636.17,111133.49,111560.9,0.03446
2025-10-25 17:00:00,111555.98,111555.98,111133.71,111133.97,0.16389
2025-10-25 18:00:00,111136.02,111751.26,111136.02,111378.88,0.15381
2025-10-25 19:00:00,111379.62,111877.33,111379.62,111666.34,0.0203
2025-10-25 20:00:00,111667.44,111692.35,111286.82,111502.38,0.01986
2025-10-25 21:00:00,111287.49,111454.39,111205.39,111399.49,0.02608
2025-10-25 22:00:00,111414.46,111544.41,111229.74,111491.72,0.00746
2025-10-25 23:00:00,111544.4,111684.88,111268.82,111683.45,0.01459
2025-10-26 00:00:00,111370.5,111880.67,111370.5,111868.56,0.09316
2025-10-26 01:00:00,111866.67,111866.67,111537.6,111788.53,0.02605
2025-10-26 02:00:00,111787.21,111787.21,111286.15,111522.38,0.01876
2025-10-26 03:00:00,111551.37,111551.37,111190.14,111190.14,0.16319
2025-10-26 04:00:00,111190.13,111484.11,111190.13,111484.11,0.12601
2025-10-26 05:00:00,111482.6,111645.8,111257.94,111345.34,0.02738
2025-10-26 06:00:00,111348.14,111647.19,111348.14,111636.64,0.00436
2025-10-26 07:00:00,111636.38,111704.67,111463.55,111529.83,0.01097
2025-10-26 08:00:00,111696.35,111800.0,111565.1,111799.97,0.10496
2025-10-26 09:00:00,111657.79,112637.74,111657.79,112583.6,0.26524
2025-10-26 10:00:00,112213.0,112581.2,112142.98,112524.99,0.02705
2025-10-26 11:00:00,112421.48,113375.44,112361.8,113049.31,0.33549
2025-10-26 12:00:00,113261.54,113784.02,113120.52,113395.05,0.14267
2025-10-26 13:00:00,113402.07,113836.17,113160.08,113603.8,0.13418
2025-10-26 14:00:00,113603.8,113893.73,113428.77,113428.77,0.19296
2025-10-26 15:00:00,113848.0,113848.0,113263.27,113699.67,0.0867
2025-10-26 16:00:00,113699.67,113738.23,113204.75,113735.5,0.34314
2025-10-26 17:00:00,113502.11,113738.04,113419.62,113706.9,0.04388
2025-10-26 18:00:00,113697.93,113697.93,113137.56,113665.74,0.03243
2025-10-26 19:00:00,113413.19,113713.12,113413.19,113459.26,0.29684
2025-10-26 20:00:00,113462.18,113698.66,113243.85,113263.4,0.04482
2025-10-26 21:00:00,113486.38,113586.41,112952.39,113256.62,0.2043
2025-10-26 22:00:00,113583.86,115281.19,113543.63,114791.92,1.84865
2025-10-26 23:00:00,114476.14,114897.91,114306.91,114687.19,0.40479
2025-10-27 00:00:00,114686.07,115083.66,114686.07,114972.34,0.19896
2025-10-27 01:00:00,114687.48,115293.18,114687.48,115293.18,0.25932
2025-10-27 02:00:00,115229.12,115447.51,114828.99,114911.57,0.3965
2025-10-27 03:00:00,114829.26,115129.28,114829.26,115122.6,0.04977
2025-10-27 04:00:00,115116.78,115193.88,114839.76,115193.88,0.0162
2025-10-27 05:00:00,115193.88,115555.0,115068.43,115446.0,0.2262
2025-10-27 06:00:00,115274.35,116000.0,115274.35,115999.99,1.03896
2025-10-27 07:00:00,115999.99,116266.27,115489.96,115609.59,0.32152
2025-10-27 08:00:00,115664.55,115664.55,114970.07,115096.73,0.28553
2025-10-27 09:00:00,115231.09,115389.51,114797.48,115388.64,0.09258
2025-10-27 10:00:00,115388.44,115489.79,115024.56,115489.79,0.04645
2025-10-27 11:00:00,115489.68,115543.85,115117.08,115529.65,0.07851
2025-10-27 12:00:00,115412.6,115527.15,114928.5,115000.0,0.03229
2025-10-27 13:00:00,115000.0,115396.52,114547.19,115293.11,0.53279
2025-10-27 14:00:00,115293.14,115293.14,114552.83,115004.04,0.08336
2025-10-27 15:00:00,114658.69,115112.9,114658.69,115023.55,0.41941
2025-10-27 16:00:00,114813.61,115584.1,114810.22,115583.85,0.14992
2025-10-27 17:00:00,115249.04,115709.48,115200.67,115424.59,0.43024
2025-10-27 18:00:00,115709.37,115784.49,115296.47,115635.62,0.11196
2025-10-27 19:00:00,115565.31,115565.31,114810.19,115075.47,0.05655
2025-10-27 20:00:00,114810.25,115071.37,114398.53,114752.14,0.10405
2025-10-27 21:00:00,114724.26,114724.26,114185.31,114401.14,0.27688
2025-10-27 22:00:00,114508.67,114544.99,114112.83,114466.42,0.09148
2025-10-27 23:00:00,114455.78,114455.78,113876.19,114210.0,0.26574
2025-10-28 00:00:00,113923.68,114306.12,113822.15,114180.58,0.5396
2025-10-28 01:00:00,114180.26,114544.99,114001.32,114190.55,0.248
2025-10-28 02:00:00,114195.87,114539.19,113642.05,113967.55,0.20757
2025-10-28 03:00:00,113967.34,114140.34,113725.74,114055.11,0.06372
2025-10-28 04:00:00,114054.07,114162.41,113782.26,114162.41,0.12694
2025-10-28 05:00:00,114158.19,114158.19,113544.46,113544.48,0.03508
2025-10-28 06:00:00,113908.11,114164.42,113621.07,114164.42,0.01058
2025-10-28 07:00:00,114173.75,114260.86,113886.04,114075.7,0.03596
2025-10-28 08:00:00,114260.95,114473.8,114075.47,114389.36,0.01249
2025-10-28 09:00:00,114402.9,114547.37,114010.75,114547.02,0.08736
2025-10-28 10:00:00,114567.74,114585.0,114302.72,114585.0,0.00298
2025-10-28 11:00:00,114411.4,114585.0,114261.99,114568.32,0.08126
2025-10-28 12:00:00,114559.98,114559.98,114090.58,114542.65,0.02469
2025-10-28 13:00:00,114542.38,115496.69,114500.02,115496.69,0.30591
2025-10-28 14:00:00,115496.68,116000.0,114235.82,115184.1,2.2885
2025-10-28 15:00:00,114932.35,115377.88,114373.0,114822.9,1.06485
2025-10-28 16:00:00,114810.64,115453.98,114495.32,115122.43,0.27456
2025-10-28 17:00:00,115123.55,115584.12,115123.55,115344.37,0.02058
2025-10-28 18:00:00,115548.29,115548.29,114689.82,114996.04,0.083
2025-10-28 19:00:00,114995.16,115111.1,113588.32,113588.34,0.388
2025-10-28 20:00:00,113722.87,113722.87,112350.9,112859.56,1.1655
2025-10-28 21:00:00,112858.47,113122.44,112251.72,113039.4,0.67156
2025-10-28 22:00:00,113122.14,113316.1,112915.25,113305.92,0.21821
2025-10-28 23:00:00,113304.94,113304.94,112841.12,112858.98,0.03136
2025-10-29 00:00:00,112858.99,113090.77,112530.61,112774.72,0.22044
2025-10-29 01:00:00,112771.38,112851.1,112018.1,112316.7,0.94485
2025-10-29 02:00:00,112636.18,112718.93,112333.06,112607.67,0.0313
2025-10-29 03:00:00,112607.17,112607.17,112376.14,112606.76,0.01172
2025-10-29 04:00:00,112607.69,112826.53,112524.47,112645.31,0.0106
2025-10-29 05:00:00,112826.44,113317.2,112704.94,113108.25,0.19643
2025-10-29 06:00:00,112855.98,113273.22,112855.98,113234.19,0.01681
2025-10-29 07:00:00,113317.13,113447.07,113316.59,113447.07,0.23391
2025-10-29 08:00:00,113447.07,113539.57,113055.15,113188.0,0.01929
2025-10-29 09:00:00,113317.48,113317.48,112841.12,113020.62,0.02453
2025-10-29 10:00:00,113076.63,113125.1,112826.53,112991.36,0.0283
2025-10-29 11:00:00,112986.6,113264.62,112841.77,112899.7,0.05052
2025-10-29 12:00:00,113241.67,113348.13,112842.0,113289.64,0.03155
2025-10-29 13:00:00,113289.36,113616.07,112756.19,113104.89,0.08817
2025-10-29 14:00:00,113100.68,113100.68,112309.14,112579.97,0.69768
2025-10-29 15:00:00,112572.81,112577.47,111400.0,111599.45,1.37165
2025-10-29 16:00:00,111400.23,111694.81,111025.72,111276.84,1.88735
2025-10-29 17:00:00,111064.77,111892.87,111052.19,111837.05,0.17675
2025-10-29 18:00:00,111837.24,111837.24,109357.82,110755.1,5.45433
2025-10-29 19:00:00,111087.97,111293.25,110255.22,110813.98,0.54486
2025-10-29 20:00:00,110813.85,111551.84,110446.16,111551.84,0.34403
2025-10-29 21:00:00,111428.98,111783.94,111266.71,111501.99,0.02325
2025-10-29 22:00:00,111761.61,111761.61,111036.2,111036.2,0.09819
2025-10-29 23:00:00,110953.07,111312.26,109756.55,110145.05,0.15337
2025-10-30 00:00:00,110143.82,110569.25,109751.92,110567.99,0.10286
2025-10-30 01:00:00,110499.0,110746.28,110256.26,110746.28,0.28684
2025-10-30 02:00:00,110742.58,110999.99,110285.95,110858.74,0.0372
2025-10-30 03:00:00,110879.43,111000.0,110575.76,110575.97,0.0812
2025-10-30 04:00:00,110937.01,110937.01,108030.97,108977.02,1.45686
2025-10-30 05:00:00,108975.33,110352.15,108429.82,110352.15,0.16813
2025-10-30 06:00:00,110098.79,110916.15,110001.86,110602.86,0.06072
2025-10-30 07:00:00,110913.38,111544.84,110803.09,111321.41,0.10833
2025-10-30 08:00:00,111358.5,111358.53,110727.62,111000.45,0.0885
2025-10-30 09:00:00,110986.69,110986.69,110166.71,110365.31,0.09994
2025-10-30 10:00:00,110163.27,110277.74,109867.36,110187.22,0.01839
2025-10-30 11:00:00,110208.66,110208.66,109867.35,109983.76,0.01417
2025-10-30 12:00:00,110090.6,110090.6,108341.84,108341.84,0.46577
2025-10-30 13:00:00,108341.43,108683.66,107500.0,107667.29,1.5731
2025-10-30 14:00:00,107500.55,108318.04,107500.55,108139.25,0.35477
2025-10-30 15:00:00,108317.81,108317.81,107400.85,107749.59,0.59518
2025-10-30 16:00:00,107503.16,108223.41,107503.15,108201.73,0.34931
2025-10-30 17:00:00,107932.95,108197.07,106880.01,107501.96,2.27921
2025-10-30 18:00:00,107671.79,107671.79,106880.0,106880.0,0.26108
2025-10-30 19:00:00,107218.51,107218.51,106451.01,106737.91,0.73736
2025-10-30 20:00:00,106737.45,107611.04,106306.83,107607.49,1.26346
2025-10-30 21:00:00,107607.54,107979.31,107473.0,107975.92,0.23181
2025-10-30 22:00:00,107803.15,107975.47,107578.28,107932.67,0.11924
2025-10-30 23:00:00,107868.25,108333.28,107521.24,108301.73,0.12782
2025-10-31 00:00:00,108333.27,109578.42,108297.24,109575.2,0.40992
2025-10-31 01:00:00,109573.63,109985.94,109174.54,109848.89,0.27501
2025-10-31 02:00:00,109841.09,109841.09,108611.02,108611.02,0.09662
2025-10-31 03:00:00,108999.31,109311.03,108785.56,108989.28,0.13314
2025-10-31 04:00:00,109197.26,110182.35,109197.26,109869.11,0.14186
2025-10-31 05:00:00,110181.15,110181.15,109702.22,109829.79,0.00609
2025-10-31 06:00:00,109698.11,109974.6,109571.45,109860.09,0.01344
2025-10-31 07:00:00,109856.43,109860.23,109311.34,109311.64,0.07802
2025-10-31 08:00:00,109667.93,110081.13,109311.33,110081.13,0.09751
2025-10-31 09:00:00,110089.8,110373.95,109739.44,109770.23,0.03504
2025-10-31 10:00:00,110171.51,110171.51,109750.03,110082.07,0.01163
2025-10-31 11:00:00,109715.66,110444.12,109467.44,110444.12,0.20477
2025-10-31 12:00:00,110443.9,110618.19,109621.8,109622.73,0.12554
2025-10-31 13:00:00,110015.47,110229.05,109433.66,109877.98,0.16328
2025-10-31 14:00:00,110182.37,110996.79,109625.28,110995.92,0.43917
2025-10-31 15:00:00,110994.49,111113.46,110183.11,110183.11,0.11839
2025-10-31 16:00:00,110183.1,110280.35,108609.42,108609.42,1.68922
2025-10-31 17:00:00,108821.0,109433.16,108613.35,109433.16,0.14276
2025-10-31 18:00:00,109429.02,109723.81,108972.14,109325.14,0.12118
2025-10-31 19:00:00,109657.63,110182.62,109113.49,109986.48,0.17857
2025-10-31 20:00:00,110014.72,110014.72,109452.57,109661.92,0.11679
2025-10-31 21:00:00,109730.27,109754.86,109330.42,109531.12,0.08183
2025-10-31 22:00:00,109652.49,109752.51,109402.19,109726.31,0.07951
2025-10-31 23:00:00,109479.85,109751.69,109331.46,109740.02,0.03588
2025-11-01 00:00:00,109739.4,109752.51,109368.37,109752.48,0.11524
2025-11-01 01:00:00,109752.49,110052.91,109598.17,109708.36,0.13267
2025-11-01 02:00:00,109992.52,109992.52,109455.54,109820.01,0.17193
2025-11-01 03:00:00,109819.84,110193.84,109751.23,109913.37,0.02332
2025-11-01 04:00:00,109923.44,110511.48,109923.44,110117.46,0.04592
2025-11-01 05:00:00,110398.46,110425.99,110078.13,110109.03,0.00947
2025-11-01 06:00:00,110109.03,110261.97,109984.26,110261.97,0.04073
2025-11-01 07:00:00,110195.39,110268.41,109951.23,109951.23,0.02285
2025-11-01 08:00:00,110235.62,110376.86,109969.43,110342.74,0.00965
2025-11-01 09:00:00,110339.17,110339.17,109963.77,109963.77,0.00435
2025-11-01 10:00:00,110168.02,110219.19,109857.93,110214.4,0.03053
2025-11-01 11:00:00,110204.95,110300.7,109980.43,110227.74,0.0166
2025-11-01 12:00:00,110219.11,110229.38,109859.12,109914.18,0.07326
2025-11-01 13:00:00,110182.29,110182.29,109738.03,110007.53,0.04443
2025-11-01 14:00:00,110131.63,110131.63,109734.79,110114.7,0.55058
2025-11-01 15:00:00,110109.12,110305.4,109764.34,110221.57,0.22904
2025-11-01 16:00:00,110008.52,110571.05,110008.49,110211.01,0.37227
2025-11-01 17:00:00,110564.06,110564.06,110078.95,110429.76,0.02482
2025-11-01 18:00:00,110425.97,110425.97,110114.01,110155.17,0.02508
2025-11-01 19:00:00,110157.46,110363.15,110097.89,110327.77,0.12925
2025-11-01 20:00:00,110325.6,110484.49,110323.89,110483.82,0.17025
2025-11-01 21:00:00,110483.78,110483.78,109938.65,110210.89,0.13906
2025-11-01 22:00:00,110206.0,110282.3,109876.62,110279.73,0.02427
2025-11-01 23:00:00,110278.42,110278.42,109919.04,110000.17,0.17525
2025-11-02 00:00:00,110180.35,110180.35,109860.99,110109.88,0.04954
2025-11-02 01:00:00,110109.3,110109.3,109857.69,110079.64,0.01985
2025-11-02 02:00:00,110078.97,110225.9,109859.35,110188.1,0.05818
2025-11-02 03:00:00,109904.77,110181.19,109871.03,109875.83,0.01699
2025-11-02 04:00:00,110093.3,110666.67,109880.92,110666.67,0.07295
2025-11-02 05:00:00,110748.92,110748.92,110264.21,110521.19,0.05665
2025-11-02 06:00:00,110547.09,110737.35,110278.09,110736.27,0.00775
2025-11-02 07:00:00,110743.94,110996.79,110434.49,110995.64,0.05724
2025-11-02 08:00:00,110995.15,110996.57,110632.46,110653.63,0.00883
2025-11-02 09:00:00,110660.2,110996.78,110660.2,110981.84,0.14324
2025-11-02 10:00:00,110513.12,110858.59,110282.56,110284.43,0.03049
2025-11-02 11:00:00,110631.89,111222.67,110314.6,111222.67,0.08697
2025-11-02 12:00:00,111222.36,111234.51,110817.12,110817.12,0.00282
2025-11-02 13:00:00,110998.04,110998.04,110195.15,110600.0,0.05315
2025-11-02 14:00:00,110651.81,110815.8,110198.8,110661.23,0.03712
2025-11-02 15:00:00,110609.1,110609.1,110183.1,110183.1,0.04669
2025-11-02 16:00:00,110198.25,110198.25,109748.18,110152.71,0.08748
2025-11-02 17:00:00,110152.71,110261.8,109963.58,110217.23,0.03286
2025-11-02 18:00:00,110261.49,110340.27,110016.22,110336.71,0.02332
2025-11-02 19:00:00,110106.45,110422.0,109860.15,110236.59,0.01282
2025-11-02 20:00:00,109903.25,110406.14,109903.25,110000.01,0.00596
2025-11-02 21:00:00,110125.0,110299.35,109905.15,110189.52,0.01067
2025-11-02 22:00:00,110174.07,110174.07,109500.0,109914.91,0.28985
2025-11-02 23:00:00,109913.86,110675.77,109913.86,110675.77,0.12732
2025-11-03 00:00:00,110719.97,110750.32,109857.14,109998.72,0.10289
2025-11-03 01:00:00,109747.97,109865.63,109433.22,109836.7,0.15622
2025-11-03 02:00:00,109831.63,109854.18,108700.0,109214.64,1.31846
2025-11-03 03:00:00,109209.82,109209.82,107991.3,108219.71,0.37057
2025-11-03 04:00:00,107949.66,108209.77,107486.94,108015.73,0.23848
2025-11-03 05:00:00,108008.44,108107.14,107408.99,107739.92,0.31347
2025-11-03 06:00:00,107413.99,107725.07,107098.19,107321.42,0.16383
2025-11-03 07:00:00,107582.91,107782.99,107311.7,107472.43,0.16792
2025-11-03 08:00:00,107472.49,107775.92,107007.0,107346.0,0.94033
2025-11-03 09:00:00,107623.57,107979.89,107140.16,107140.16,0.06629
2025-11-03 10:00:00,107369.47,107755.6,106845.2,106845.2,0.3
2025-11-03 11:00:00,107189.21,107833.33,107188.28,107833.33,0.14622
2025-11-03 12:00:00,107931.27,108221.62,107751.33,107986.38,0.8617
2025-11-03 13:00:00,107983.5,108101.0,107599.18,107740.64,1.21936
2025-11-03 14:00:00,108124.18,108270.8,107460.09,107748.05,0.18468
2025-11-03 15:00:00,107839.62,108131.35,105721.52,105757.41,5.27904
2025-11-03 16:00:00,105756.95,106844.67,105352.99,106842.17,2.65865
2025-11-03 17:00:00,106841.86,107699.9,106604.35,107638.23,0.3424
